"","x"
"2499",38
"2500",47
"2501",36
"2502",46
"2503",39
"2504",39
"2505",41
"2506",43
"2507",33
"2508",39
"2509",48
"2510",36
"2511",33
"2512",36
"2513",37
"2514",52
"2515",33
"2516",38
"2517",38
"2518",40
"2519",36
"2520",39
"2521",36
"2522",35
"2523",40
"2524",46
"2525",52
"2526",41
"2527",41
"2528",35
"2529",43
"2530",44
"2531",53
"2532",43
"2533",34
"2534",35
"2535",36
"2536",44
"2537",42
"2538",37
"2539",45
"2540",35
"2541",36
"2542",37
"2543",38
"2544",43
"2545",43
"2546",39
"2547",33
"2548",34
"2549",44
"2550",37
"2551",37
"2552",33
"2553",49
"2554",41
"2555",37
"2556",39
"2557",38
"2558",47
"2559",43
"2560",48
"2561",33
"2562",36
"2563",35
"2564",39
"2565",38
"2566",36
"2567",38
"2568",43
"2569",34
"2570",43
"2571",34
"2572",37
"2573",48
"2574",45
"2575",51
"2576",41
"2577",48
"2578",37
"2579",40
"2580",43
"2581",45
"2582",39
"2583",40
"2584",36
"2585",35
"2586",56
"2587",53
"2588",47
"2589",40
"2590",57
"2591",42
"2592",48
"2593",34
"2594",38
"2595",48
"2596",35
"2597",39
"2598",37
"2599",36
"2600",48
"2601",40
"2602",41
"2603",38
"2604",37
"2605",38
"2606",39
"2607",36
"2608",34
"2609",37
"2610",38
"2611",34
"2612",40
"2613",39
"2614",33
"2615",39
"2616",37
"2617",41
"2618",48
"2619",33
"2620",42
"2621",38
"2622",41
"2623",34
"2624",38
"2625",35
"2626",47
"2627",33
"2628",45
"2629",59
"2630",39
"2631",42
"2632",53
"2633",51
"2634",40
"2635",44
"2636",38
"2637",36
"2638",49
"2639",42
"2640",33
"2641",48
"2642",36
"2643",41
"2644",38
"2645",48
"2646",35
"2647",36
"2648",39
"2649",34
"2650",48
"2651",37
"2652",46
"2653",36
"2654",39
"2655",36
"2656",39
"2657",38
"2658",43
"2659",36
"2660",37
"2661",37
"2662",47
"2663",36
"2664",41
"2665",41
"2666",48
"2667",35
"2668",42
"2669",34
"2670",33
"2671",40
"2672",41
"2673",52
"2674",42
"2675",37
"2676",42
"2677",34
"2678",45
"2679",34
"2680",60
"2681",46
"2682",44
"2683",38
"2684",39
"2685",46
"2686",35
"2687",33
"2688",51
"2689",38
"2690",34
"2691",39
"2692",41
"2693",36
"2694",40
"2695",55
"2696",39
"2697",43
"2698",33
"2699",36
"2700",42
"2701",47
"2702",34
"2703",34
"2704",36
"2705",35
"2706",34
"2707",35
"2708",33
"2709",45
"2710",48
"2711",39
"2712",45
"2713",43
"2714",40
"2715",35
"2716",49
"2717",37
"2718",35
"2719",36
"2720",47
"2721",37
"2722",33
"2723",34
"2724",41
"2725",33
"2726",38
"2727",43
"2728",46
"2729",47
"2730",32
"2731",37
"2732",37
"2733",34
"2734",33
"2735",33
"2736",53
"2737",37
"2738",35
"2739",33
"2740",35
"2741",33
"2742",35
"2743",60
"2744",38
"2745",49
"2746",42
"2747",36
"2748",43
"2749",34
"2750",40
"2751",36
"2752",39
"2753",37
"2754",63
"2755",42
"2756",34
"2757",40
"2758",34
"2759",45
"2760",38
"2761",34
"2762",34
"2763",37
"2764",45
"2765",51
"2766",37
"2767",33
"2768",47
"2769",39
"2770",42
"2771",32
"2772",56
"2773",35
"2774",37
"2775",39
"2776",34
"2777",42
"2778",45
"2779",32
"2780",38
"2781",45
"2782",43
"2783",38
"2784",40
"2785",54
"2786",34
"2787",37
"2788",33
"2789",35
"2790",42
"2791",38
"2792",34
"2793",36
"2794",39
"2795",34
"2796",36
"2797",33
"2798",56
"2799",37
"2800",33
"2801",38
"2802",39
"2803",34
"2804",44
"2805",40
"2806",36
"2807",33
"2808",35
"2809",46
"2810",37
"2811",47
"2812",32
"2813",36
"2814",36
"2815",35
"2816",48
"2817",60
"2818",36
"2819",34
"2820",37
"2821",38
"2822",44
"2823",36
"2824",36
"2825",35
"2826",33
"2827",37
"2828",38
"2829",33
"2830",35
"2831",45
"2832",43
"2833",54
"2834",42
"2835",41
"2836",33
"2837",45
"2838",38
"2839",39
"2840",49
"2841",37
"2842",41
"2843",53
"2844",51
"2845",39
"2846",36
"2847",43
"2848",34
"2849",35
"2850",53
"2851",49
"2852",36
"2853",40
"2854",36
"2855",36
"2856",34
"2857",46
"2858",39
"2859",39
"2860",40
"2861",34
"2862",34
"2863",38
"2864",36
"2865",44
"2866",33
"2867",32
"2868",33
"2869",58
"2870",41
"2871",34
"2872",36
"2873",32
"2874",34
"2875",38
"2876",37
"2877",33
"2878",33
"2879",51
"2880",36
"2881",42
"2882",57
"2883",35
"2884",38
"2885",40
"2886",36
"2887",60
"2888",40
"2889",35
"2890",34
"2891",35
"2892",39
"2893",39
"2894",37
"2895",49
"2896",35
"2897",41
"2898",33
"2899",34
"2900",53
"2901",33
"2902",34
"2903",34
"2904",33
"2905",33
"2906",33
"2907",71
"2908",40
"2909",48
"2910",37
"2911",41
"2912",34
"2913",55
"2914",37
"2915",32
"2916",35
"2917",45
"2918",39
"2919",38
"2920",42
"2921",36
"2922",33
"2923",45
"2924",45
"2925",33
"2926",34
"2927",35
"2928",41
"2929",42
"2930",39
"2931",33
"2932",37
"2933",38
"2934",43
"2935",44
"2936",32
"2937",38
"2938",29
"2939",34
"2940",44
"2941",46
"2942",33
"2943",33
"2944",41
"2945",34
"2946",35
"2947",48
"2948",34
"2949",49
"2950",36
"2951",34
"2952",32
"2953",42
"2954",32
"2955",38
"2956",36
"2957",36
"2958",38
"2959",35
"2960",33
"2961",44
"2962",49
"2963",40
"2964",37
"2965",41
"2966",34
"2967",60
"2968",38
"2969",55
"2970",44
"2971",35
"2972",50
"2973",39
"2974",32
"2975",34
"2976",32
"2977",36
"2978",44
"2979",37
"2980",36
"2981",38
"2982",32
"2983",41
"2984",46
"2985",35
"2986",32
"2987",34
"2988",51
"2989",33
"2990",33
"2991",33
"2992",42
"2993",58
"2994",34
"2995",38
"2996",40
"2997",42
"2998",37
"2999",30
"3000",33
"3001",47
"3002",42
"3003",43
"3004",34
"3005",38
"3006",35
"3007",33
"3008",36
"3009",43
"3010",36
"3011",37
"3012",33
"3013",35
"3014",41
"3015",33
"3016",38
"3017",44
"3018",33
"3019",41
"3020",38
"3021",33
"3022",34
"3023",36
"3024",41
"3025",43
"3026",39
"3027",34
"3028",40
"3029",37
"3030",37
"3031",37
"3032",34
"3033",33
"3034",47
"3035",33
"3036",32
"3037",37
"3038",40
"3039",41
"3040",42
"3041",33
"3042",33
"3043",37
"3044",37
"3045",40
"3046",34
"3047",33
"3048",34
"3049",37
"3050",34
"3051",46
"3052",33
"3053",38
"3054",37
"3055",38
"3056",36
"3057",42
"3058",40
"3059",37
"3060",37
"3061",40
"3062",32
"3063",45
"3064",34
"3065",32
"3066",36
"3067",39
"3068",33
"3069",43
"3070",58
"3071",46
"3072",34
"3073",43
"3074",33
"3075",37
"3076",38
"3077",38
"3078",37
"3079",33
"3080",33
"3081",42
"3082",34
"3083",42
"3084",39
"3085",45
"3086",36
"3087",50
"3088",41
"3089",52
"3090",37
"3091",38
"3092",36
"3093",47
"3094",42
"3095",33
"3096",44
"3097",38
"3098",39
"3099",43
"3100",56
"3101",32
"3102",34
"3103",35
"3104",37
"3105",36
"3106",37
"3107",32
"3108",33
"3109",46
"3110",32
"3111",40
"3112",47
"3113",42
"3114",42
"3115",48
"3116",46
"3117",33
"3118",32
"3119",42
"3120",34
"3121",32
"3122",33
"3123",37
"3124",35
"3125",35
"3126",38
"3127",32
"3128",48
"3129",43
"3130",33
"3131",48
"3132",42
"3133",32
"3134",32
"3135",44
"3136",33
"3137",38
"3138",33
"3139",32
"3140",34
"3141",34
"3142",44
"3143",35
"3144",49
"3145",41
"3146",42
"3147",54
"3148",33
"3149",34
"3150",32
"3151",45
"3152",38
"3153",33
"3154",36
"3155",38
"3156",34
"3157",38
"3158",35
"3159",53
"3160",34
"3161",38
"3162",40
"3163",40
"3164",53
"3165",39
"3166",32
"3167",35
"3168",40
"3169",32
"3170",39
"3171",38
"3172",34
"3173",33
"3174",51
"3175",49
"3176",35
"3177",45
"3178",39
"3179",48
"3180",39
"3181",40
"3182",36
"3183",38
"3184",33
"3185",36
"3186",32
"3187",33
"3188",35
"3189",39
"3190",32
"3191",61
"3192",41
"3193",36
"3194",36
"3195",34
"3196",35
"3197",33
"3198",43
"3199",38
"3200",40
"3201",50
"3202",36
"3203",38
"3204",41
"3205",33
"3206",40
"3207",36
"3208",35
"3209",41
"3210",35
"3211",37
"3212",36
"3213",52
"3214",32
"3215",52
"3216",47
"3217",42
"3218",32
"3219",36
"3220",36
"3221",39
"3222",39
"3223",36
"3224",37
"3225",35
"3226",42
"3227",35
"3228",33
"3229",35
"3230",32
"3231",32
"3232",37
"3233",37
"3234",36
"3235",43
"3236",45
"3237",37
"3238",33
"3239",35
"3240",54
"3241",32
"3242",33
"3243",35
"3244",38
"3245",45
"3246",33
"3247",44
"3248",35
"3249",42
"3250",48
"3251",32
"3252",39
"3253",34
"3254",50
"3255",32
"3256",47
"3257",34
"3258",32
"3259",38
"3260",45
"3261",53
"3262",32
"3263",36
"3264",37
"3265",32
"3266",41
"3267",32
"3268",36
"3269",44
"3270",36
"3271",52
"3272",46
"3273",45
"3274",37
"3275",33
"3276",55
"3277",42
"3278",39
"3279",39
"3280",31
"3281",33
"3282",37
"3283",46
"3284",34
"3285",43
"3286",51
"3287",40
"3288",35
"3289",33
"3290",35
"3291",36
"3292",36
"3293",44
"3294",35
"3295",34
"3296",33
"3297",43
"3298",49
"3299",37
"3300",33
"3301",34
"3302",36
"3303",48
"3304",33
"3305",36
"3306",33
"3307",34
"3308",32
"3309",40
"3310",32
"3311",33
"3312",54
"3313",43
"3314",45
"3315",45
"3316",41
"3317",37
"3318",44
"3319",42
"3320",60
"3321",32
"3322",33
"3323",35
"3324",36
"3325",45
"3326",43
"3327",40
"3328",34
"3329",42
"3330",41
"3331",33
"3332",37
"3333",51
"3334",42
"3335",33
"3336",38
"3337",35
"3338",46
"3339",33
"3340",38
"3341",32
"3342",35
"3343",53
"3344",35
"3345",40
"3346",37
"3347",33
"3348",54
"3349",42
"3350",36
"3351",38
"3352",33
"3353",39
"3354",47
"3355",35
"3356",38
"3357",43
"3358",41
"3359",39
"3360",43
"3361",32
"3362",37
"3363",35
"3364",45
"3365",32
"3366",44
"3367",33
"3368",44
"3369",44
"3370",37
"3371",32
"3372",33
"3373",47
"3374",60
"3375",33
"3376",31
"3377",36
"3378",38
"3379",38
"3380",33
"3381",36
"3382",37
"3383",37
"3384",36
"3385",41
"3386",32
"3387",34
"3388",34
"3389",40
"3390",33
"3391",31
"3392",38
"3393",34
"3394",38
"3395",48
"3396",34
"3397",34
"3398",34
"3399",37
"3400",58
"3401",31
"3402",34
"3403",32
"3404",37
"3405",49
"3406",42
"3407",45
"3408",53
"3409",38
"3410",34
"3411",35
"3412",34
"3413",35
"3414",36
"3415",33
"3416",33
"3417",34
"3418",32
"3419",38
"3420",33
"3421",41
"3422",32
"3423",34
"3424",36
"3425",37
"3426",36
"3427",33
"3428",40
"3429",41
"3430",35
"3431",40
"3432",44
"3433",38
"3434",40
"3435",41
"3436",43
"3437",35
"3438",32
"3439",31
"3440",48
"3441",32
"3442",41
"3443",39
"3444",43
"3445",37
"3446",32
"3447",34
"3448",34
"3449",32
"3450",34
"3451",41
"3452",31
"3453",34
"3454",41
"3455",42
"3456",34
"3457",35
"3458",35
"3459",35
"3460",37
"3461",35
"3462",36
"3463",34
"3464",62
"3465",37
"3466",32
"3467",39
"3468",35
"3469",42
"3470",45
"3471",32
"3472",33
"3473",40
"3474",37
"3475",36
"3476",39
"3477",35
"3478",36
"3479",39
"3480",34
"3481",33
"3482",41
"3483",46
"3484",37
"3485",32
"3486",36
"3487",42
"3488",36
"3489",41
"3490",43
"3491",38
"3492",31
"3493",32
"3494",31
"3495",33
"3496",35
"3497",47
"3498",33
"3499",48
"3500",33
"3501",37
"3502",41
"3503",65
"3504",36
"3505",36
"3506",47
"3507",35
"3508",47
"3509",39
"3510",41
"3511",43
"3512",41
"3513",44
"3514",37
"3515",37
"3516",36
"3517",50
"3518",43
"3519",33
"3520",35
"3521",35
"3522",40
"3523",55
"3524",41
"3525",34
"3526",42
"3527",37
"3528",32
"3529",32
"3530",37
"3531",32
"3532",36
"3533",46
"3534",31
"3535",36
"3536",43
"3537",33
"3538",35
"3539",53
"3540",33
"3541",32
"3542",34
"3543",43
"3544",37
"3545",42
"3546",32
"3547",38
"3548",31
"3549",47
"3550",32
"3551",33
"3552",39
"3553",33
"3554",33
"3555",31
"3556",38
"3557",32
"3558",36
"3559",32
"3560",33
"3561",32
"3562",36
"3563",33
"3564",36
"3565",37
"3566",36
"3567",33
"3568",35
"3569",33
"3570",31
"3571",38
"3572",37
"3573",31
"3574",36
"3575",37
"3576",32
"3577",41
"3578",37
"3579",33
"3580",32
"3581",33
"3582",34
"3583",38
"3584",57
"3585",34
"3586",33
"3587",41
"3588",37
"3589",33
"3590",40
"3591",43
"3592",51
"3593",44
"3594",31
"3595",31
"3596",41
"3597",40
"3598",38
"3599",40
"3600",37
"3601",42
"3602",37
"3603",39
"3604",36
"3605",31
"3606",32
"3607",35
"3608",39
"3609",46
"3610",38
"3611",49
"3612",38
"3613",37
"3614",37
"3615",52
"3616",40
"3617",39
"3618",46
"3619",40
"3620",32
"3621",35
"3622",34
"3623",34
"3624",42
"3625",36
"3626",36
"3627",35
"3628",34
"3629",36
"3630",35
"3631",34
"3632",39
"3633",34
"3634",34
"3635",33
"3636",37
"3637",37
"3638",37
"3639",54
"3640",46
"3641",34
"3642",37
"3643",32
"3644",34
"3645",36
"3646",42
"3647",34
"3648",33
"3649",31
"3650",36
"3651",33
"3652",32
"3653",45
"3654",33
"3655",34
"3656",47
"3657",44
"3658",31
"3659",33
"3660",76
"3661",48
"3662",45
"3663",45
"3664",46
"3665",43
"3666",36
"3667",34
"3668",39
"3669",31
"3670",38
"3671",31
"3672",31
"3673",31
"3674",33
"3675",32
"3676",31
"3677",33
"3678",34
"3679",45
"3680",31
"3681",34
"3682",37
"3683",37
"3684",37
"3685",40
"3686",34
"3687",39
"3688",39
"3689",50
"3690",33
"3691",37
"3692",33
"3693",32
"3694",31
"3695",41
"3696",41
"3697",31
"3698",41
"3699",49
"3700",43
"3701",34
"3702",33
"3703",38
"3704",41
"3705",48
"3706",35
"3707",33
"3708",42
"3709",31
"3710",52
"3711",38
"3712",37
"3713",33
"3714",35
"3715",31
"3716",33
"3717",37
"3718",35
"3719",38
"3720",33
"3721",42
"3722",43
"3723",47
"3724",36
"3725",40
"3726",32
"3727",48
"3728",38
"3729",35
"3730",33
"3731",46
"3732",45
"3733",34
"3734",31
"3735",35
"3736",53
"3737",35
"3738",33
"3739",50
"3740",31
"3741",32
"3742",36
"3743",32
"3744",37
"3745",33
"3746",44
"3747",34
"3748",50
"3749",34
"3750",33
"3751",48
"3752",31
"3753",33
"3754",39
"3755",36
"3756",31
"3757",40
"3758",56
"3759",30
"3760",42
"3761",43
"3762",31
"3763",39
"3764",34
"3765",55
"3766",35
"3767",40
"3768",50
"3769",38
"3770",63
"3771",33
"3772",42
"3773",34
"3774",32
"3775",57
"3776",33
"3777",35
"3778",33
"3779",33
"3780",36
"3781",33
"3782",41
"3783",35
"3784",46
"3785",33
"3786",35
"3787",33
"3788",36
"3789",33
"3790",44
"3791",32
"3792",36
"3793",33
"3794",38
"3795",40
"3796",33
"3797",43
"3798",51
"3799",33
"3800",50
"3801",47
"3802",32
"3803",38
"3804",41
"3805",41
"3806",35
"3807",33
"3808",49
"3809",32
"3810",32
"3811",34
"3812",54
"3813",32
"3814",41
"3815",43
"3816",31
"3817",47
"3818",35
"3819",41
"3820",45
"3821",39
"3822",41
"3823",49
"3824",42
"3825",46
"3826",40
"3827",35
"3828",34
"3829",32
"3830",34
"3831",58
"3832",32
"3833",38
"3834",33
"3835",34
"3836",37
"3837",32
"3838",50
"3839",36
"3840",39
"3841",46
"3842",35
"3843",31
"3844",33
"3845",33
"3846",31
"3847",34
"3848",35
"3849",31
"3850",35
"3851",45
"3852",51
"3853",37
"3854",33
"3855",41
"3856",39
"3857",32
"3858",39
"3859",42
"3860",33
"3861",34
"3862",34
"3863",49
"3864",34
"3865",43
"3866",31
"3867",43
"3868",38
"3869",34
"3870",34
"3871",33
"3872",46
"3873",34
"3874",34
"3875",41
"3876",36
"3877",31
"3878",44
"3879",47
"3880",37
"3881",30
"3882",41
"3883",31
"3884",34
"3885",34
"3886",38
"3887",32
"3888",34
"3889",33
"3890",38
"3891",39
"3892",40
"3893",45
"3894",53
"3895",32
"3896",33
"3897",41
"3898",36
"3899",42
"3900",37
"3901",53
"3902",43
"3903",44
"3904",36
"3905",46
"3906",34
"3907",41
"3908",33
"3909",36
"3910",33
"3911",33
"3912",31
"3913",33
"3914",41
"3915",33
"3916",44
"3917",31
"3918",42
"3919",40
"3920",33
"3921",32
"3922",41
"3923",51
"3924",32
"3925",46
"3926",31
"3927",31
"3928",39
"3929",34
"3930",32
"3931",32
"3932",40
"3933",32
"3934",34
"3935",34
"3936",35
"3937",47
"3938",38
"3939",34
"3940",32
"3941",33
"3942",31
"3943",45
"3944",33
"3945",36
"3946",35
"3947",32
"3948",33
"3949",42
"3950",33
"3951",39
"3952",32
"3953",36
"3954",41
"3955",33
"3956",31
"3957",49
"3958",34
"3959",33
"3960",35
"3961",31
"3962",33
"3963",38
"3964",35
"3965",31
"3966",36
"3967",34
"3968",35
"3969",31
"3970",30
"3971",38
"3972",33
"3973",52
"3974",34
"3975",36
"3976",46
"3977",35
"3978",31
"3979",35
"3980",32
"3981",32
"3982",32
"3983",48
"3984",35
"3985",37
"3986",40
"3987",37
"3988",35
"3989",32
"3990",41
"3991",35
"3992",31
"3993",34
"3994",47
"3995",43
"3996",50
"3997",31
"3998",35
"3999",31
"4000",45
"4001",32
"4002",35
"4003",30
"4004",34
"4005",31
"4006",39
"4007",41
"4008",36
"4009",34
"4010",31
"4011",38
"4012",38
"4013",33
"4014",52
"4015",33
"4016",31
"4017",31
"4018",31
"4019",33
"4020",47
"4021",50
"4022",39
"4023",42
"4024",32
"4025",31
"4026",36
"4027",31
"4028",39
"4029",31
"4030",32
"4031",38
"4032",39
"4033",31
"4034",36
"4035",37
"4036",31
"4037",32
"4038",35
"4039",36
"4040",30
"4041",36
"4042",31
"4043",34
"4044",33
"4045",31
"4046",31
"4047",32
"4048",48
"4049",42
"4050",41
"4051",40
"4052",33
"4053",30
"4054",30
"4055",41
"4056",33
"4057",38
"4058",52
"4059",66
"4060",33
"4061",33
"4062",33
"4063",30
"4064",38
"4065",33
"4066",34
"4067",37
"4068",35
"4069",33
"4070",33
"4071",34
"4072",31
"4073",31
"4074",50
"4075",48
"4076",35
"4077",54
"4078",41
"4079",52
"4080",30
"4081",45
"4082",33
"4083",38
"4084",34
"4085",33
"4086",41
"4087",43
"4088",35
"4089",30
"4090",33
"4091",32
"4092",33
"4093",36
"4094",30
"4095",37
"4096",35
"4097",41
"4098",52
"4099",41
"4100",39
"4101",41
"4102",36
"4103",40
"4104",33
"4105",32
"4106",46
"4107",35
"4108",31
"4109",40
"4110",50
"4111",35
"4112",32
"4113",36
"4114",32
"4115",31
"4116",34
"4117",31
"4118",33
"4119",41
"4120",40
"4121",32
"4122",34
"4123",32
"4124",33
"4125",34
"4126",35
"4127",31
"4128",39
"4129",37
"4130",35
"4131",58
"4132",43
"4133",57
"4134",37
"4135",43
"4136",31
"4137",42
"4138",45
"4139",31
"4140",42
"4141",30
"4142",38
"4143",52
"4144",35
"4145",47
"4146",41
"4147",44
"4148",37
"4149",31
"4150",33
"4151",40
"4152",39
"4153",32
"4154",37
"4155",42
"4156",31
"4157",30
"4158",32
"4159",44
"4160",34
"4161",47
"4162",43
"4163",50
"4164",30
"4165",37
"4166",30
"4167",53
"4168",38
"4169",34
"4170",34
"4171",34
"4172",36
"4173",30
"4174",33
"4175",33
"4176",31
"4177",34
"4178",52
"4179",34
"4180",33
"4181",32
"4182",32
"4183",38
"4184",30
"4185",48
"4186",30
"4187",35
"4188",31
"4189",31
"4190",50
"4191",39
"4192",48
"4193",31
"4194",40
"4195",43
"4196",46
"4197",46
"4198",32
"4199",32
"4200",32
"4201",33
"4202",32
"4203",33
"4204",30
"4205",30
"4206",36
"4207",35
"4208",33
"4209",34
"4210",38
"4211",33
"4212",40
"4213",35
"4214",34
"4215",37
"4216",39
"4217",36
"4218",43
"4219",33
"4220",32
"4221",41
"4222",31
"4223",32
"4224",40
"4225",42
"4226",32
"4227",32
"4228",37
"4229",33
"4230",34
"4231",49
"4232",32
"4233",31
"4234",36
"4235",37
"4236",59
"4237",46
"4238",31
"4239",32
"4240",42
"4241",33
"4242",33
"4243",54
"4244",49
"4245",33
"4246",31
"4247",33
"4248",42
"4249",39
"4250",32
"4251",49
"4252",44
"4253",33
"4254",47
"4255",30
"4256",31
"4257",39
"4258",34
"4259",46
"4260",34
"4261",45
"4262",32
"4263",31
"4264",47
"4265",33
"4266",53
"4267",37
"4268",31
"4269",43
"4270",33
"4271",35
"4272",34
"4273",47
"4274",59
"4275",38
"4276",33
"4277",32
"4278",38
"4279",32
"4280",32
"4281",31
"4282",31
"4283",45
"4284",32
"4285",33
"4286",37
"4287",53
"4288",30
"4289",43
"4290",31
"4291",32
"4292",34
"4293",46
"4294",32
"4295",36
"4296",37
"4297",31
"4298",39
"4299",37
"4300",42
"4301",34
"4302",42
"4303",36
"4304",34
"4305",31
"4306",31
"4307",38
"4308",53
"4309",37
"4310",42
"4311",34
"4312",38
"4313",34
"4314",38
"4315",32
"4316",38
"4317",31
"4318",33
"4319",34
"4320",30
"4321",29
"4322",32
"4323",36
"4324",32
"4325",35
"4326",33
"4327",59
"4328",31
"4329",31
"4330",34
"4331",40
"4332",30
"4333",30
"4334",37
"4335",53
"4336",31
"4337",37
"4338",31
"4339",47
"4340",33
"4341",47
"4342",42
"4343",40
"4344",30
"4345",31
"4346",34
"4347",32
"4348",31
"4349",53
"4350",31
"4351",38
"4352",40
"4353",35
"4354",36
"4355",35
"4356",42
"4357",32
"4358",35
"4359",52
"4360",37
"4361",32
"4362",48
"4363",33
"4364",30
"4365",39
"4366",33
"4367",28
"4368",32
"4369",35
"4370",36
"4371",32
"4372",31
"4373",40
"4374",32
"4375",34
"4376",32
"4377",53
"4378",34
"4379",44
"4380",32
"4381",34
"4382",34
"4383",44
"4384",44
"4385",45
"4386",37
"4387",35
"4388",38
"4389",37
"4390",33
"4391",33
"4392",46
"4393",31
"4394",30
"4395",40
"4396",38
"4397",31
"4398",35
"4399",31
"4400",38
"4401",31
"4402",33
"4403",32
"4404",35
"4405",30
"4406",32
"4407",40
"4408",42
"4409",32
"4410",32
"4411",31
"4412",33
"4413",37
"4414",32
"4415",35
"4416",38
"4417",30
"4418",30
"4419",36
"4420",42
"4421",34
"4422",33
"4423",34
"4424",39
"4425",33
"4426",31
"4427",52
"4428",44
"4429",46
"4430",31
"4431",32
"4432",38
"4433",39
"4434",42
"4435",49
"4436",51
"4437",31
"4438",51
"4439",49
"4440",30
"4441",31
"4442",38
"4443",34
"4444",40
"4445",39
"4446",44
"4447",52
"4448",33
"4449",34
"4450",36
"4451",37
"4452",52
"4453",35
"4454",31
"4455",42
"4456",32
"4457",31
"4458",34
"4459",34
"4460",30
"4461",30
"4462",42
"4463",40
"4464",34
"4465",39
"4466",39
"4467",36
"4468",33
"4469",34
"4470",38
"4471",60
"4472",43
"4473",31
"4474",30
"4475",41
"4476",37
"4477",38
"4478",31
"4479",33
"4480",33
"4481",33
"4482",45
"4483",34
"4484",33
"4485",35
"4486",44
"4487",46
"4488",33
"4489",32
"4490",29
"4491",47
"4492",31
"4493",33
"4494",45
"4495",29
"4496",32
"4497",29
"4498",31
"4499",30
"4500",31
"4501",34
"4502",29
"4503",43
"4504",30
"4505",40
"4506",42
"4507",43
"4508",33
"4509",31
"4510",36
"4511",37
"4512",41
"4513",46
"4514",33
"4515",31
"4516",32
"4517",64
"4518",43
"4519",44
"4520",30
"4521",38
"4522",47
"4523",34
"4524",30
"4525",35
"4526",32
"4527",32
"4528",31
"4529",39
"4530",32
"4531",34
"4532",30
"4533",40
"4534",43
"4535",38
"4536",34
"4537",36
"4538",31
"4539",30
"4540",47
"4541",31
"4542",33
"4543",43
"4544",34
"4545",33
"4546",43
"4547",31
"4548",32
"4549",39
"4550",30
"4551",39
"4552",33
"4553",29
"4554",41
"4555",37
"4556",30
"4557",30
"4558",40
"4559",30
"4560",32
"4561",34
"4562",30
"4563",33
"4564",30
"4565",29
"4566",45
"4567",49
"4568",33
"4569",31
"4570",35
"4571",31
"4572",49
"4573",32
"4574",34
"4575",49
"4576",38
"4577",35
"4578",30
"4579",37
"4580",36
"4581",29
"4582",42
"4583",33
"4584",29
"4585",37
"4586",29
"4587",53
"4588",42
"4589",34
"4590",42
"4591",41
"4592",29
"4593",48
"4594",29
"4595",32
"4596",29
"4597",30
"4598",29
"4599",33
"4600",31
"4601",46
"4602",31
"4603",33
"4604",41
"4605",30
"4606",30
"4607",30
"4608",31
"4609",30
"4610",35
"4611",32
"4612",32
"4613",50
"4614",33
"4615",33
"4616",35
"4617",37
"4618",33
"4619",41
"4620",44
"4621",40
"4622",48
"4623",36
"4624",31
"4625",36
"4626",48
"4627",33
"4628",40
"4629",31
"4630",40
"4631",32
"4632",48
"4633",33
"4634",33
"4635",31
"4636",33
"4637",31
"4638",36
"4639",52
"4640",49
"4641",33
"4642",32
"4643",50
"4644",33
"4645",38
"4646",34
"4647",35
"4648",31
"4649",32
"4650",37
"4651",41
"4652",32
"4653",34
"4654",40
"4655",42
"4656",34
"4657",35
"4658",47
"4659",37
"4660",45
"4661",43
"4662",42
"4663",40
"4664",35
"4665",40
"4666",32
"4667",33
"4668",33
"4669",40
"4670",31
"4671",32
"4672",33
"4673",42
"4674",33
"4675",47
"4676",33
"4677",32
"4678",41
"4679",31
"4680",33
"4681",46
"4682",34
"4683",32
"4684",36
"4685",34
"4686",35
"4687",52
"4688",41
"4689",38
"4690",46
"4691",38
"4692",33
"4693",40
"4694",32
"4695",32
"4696",38
"4697",40
"4698",37
"4699",38
"4700",35
"4701",34
"4702",36
"4703",34
"4704",33
"4705",40
"4706",32
"4707",43
"4708",39
"4709",31
"4710",31
"4711",36
"4712",44
"4713",39
"4714",35
"4715",32
"4716",34
"4717",38
"4718",32
"4719",41
"4720",33
"4721",36
"4722",41
"4723",40
"4724",51
"4725",32
"4726",43
"4727",42
"4728",37
"4729",49
"4730",38
"4731",32
"4732",31
"4733",37
"4734",44
"4735",34
"4736",42
"4737",33
"4738",32
"4739",32
"4740",34
"4741",33
"4742",35
"4743",32
"4744",39
"4745",33
"4746",32
"4747",36
"4748",31
"4749",32
"4750",34
"4751",40
"4752",69
"4753",33
"4754",32
"4755",36
"4756",31
"4757",42
"4758",32
"4759",48
"4760",44
"4761",33
"4762",33
"4763",38
"4764",33
"4765",31
"4766",33
"4767",44
"4768",41
"4769",47
"4770",33
"4771",44
"4772",36
"4773",31
"4774",31
"4775",31
"4776",45
"4777",41
"4778",40
"4779",39
"4780",31
"4781",35
"4782",32
"4783",42
"4784",32
"4785",32
"4786",33
"4787",33
"4788",31
"4789",32
"4790",33
"4791",42
"4792",34
"4793",48
"4794",32
"4795",37
"4796",31
"4797",40
"4798",48
"4799",33
"4800",36
"4801",34
"4802",43
"4803",32
"4804",41
"4805",31
"4806",33
"4807",32
"4808",34
"4809",36
"4810",33
"4811",32
"4812",31
"4813",29
"4814",40
"4815",30
"4816",32
"4817",37
"4818",32
"4819",52
"4820",34
"4821",48
"4822",44
"4823",33
"4824",44
"4825",34
"4826",47
"4827",31
"4828",30
"4829",33
"4830",31
